"doc_id","filepath","topo_x","topo_y","topo_z"
"a96e0bfa","docs/FINAL_REPORT_2026-03-20-V2.md","reference","luo_han","active"
"e0cade3f","docs/FILE_GOVERNANCE_V1.md","reference","xu_sir","active"
"5792a360","docs/BULK_PROGRESS_REALTIME.md","reference","general","active"
"c32e3e96","docs/PROMISE_STANDARDIZATION_REPORT.md","reference","general","active"
"991d6745","docs/IMPLICIT-RULES-CONVERSION-REPORT.md","implementation","general","active"
"fd1f0ed1","docs/DISASTER_RECOVERY_WECOM_SETUP.md","reference","xu_sir","active"
"acd62f6a","docs/DISASTER_RECOVERY_COMPLETE_REPORT.md","reference","general","active"
"af988057","docs/BATCH_SCRIPT_CREATION_1.md","reference","general","active"
"5c0fd257","docs/skill_consolidation_mapping.md","methodology","general","active"
"a14fe806","docs/COMMIT_CHECKLIST.md","reference","general","active"
"90d2da90","docs/product_handbook_softlaunch_v1.md","reference","liu_honglei","active"
"fb523a72","docs/BLUE_SENTINEL_7STANDARD_REPORT.md","reference","xu_sir","active"
"48001083","docs/P0_TOKEN_OPTIMIZATION_COMPLETE_2026-03-26.md","reference","general","active"
"84fec665","docs/TONIGHT_EXECUTION_REPORT.md","reference","general","active"
"63218ebb","docs/VERIFICATION_REPORT_1445.md","reference","general","active"
"af44c61f","docs/NGT_FUSION_EXECUTION_LOG.md","reference","general","active"
"42905fae","docs/5STANDARD_AUDIT_REPORT.md","reference","general","active"
"c47a6fd7","docs/FINAL_REPORT_V4.md","reference","general","active"
"270f66bd","docs/PHASE1_7_SEVEN_STANDARD_COMPLETION.md","reference","general","active"
"8cc56a02","docs/SILENCE_VS_HIBERNATION.md","reference","xu_sir","active"
"125a1b1e","docs/3月25日官宣执行清单.md","reference","general","active"
"6aeb4313","docs/DUAL_LINK_ANALYSIS_2026-03-26.md","reference","luo_han","active"
"7c1490f1","docs/HONEST_LABELING_EXECUTION.md","reference","general","active"
"6de31796","docs/INFO_COLLECTION_README.md","reference","xu_sir","active"
"b06281d8","docs/P0_FIX_LOG.md","reference","general","active"
"02f30645","docs/MULTI_CLAW_ARCHITECTURE_DESIGN.md","reference","general","active"
"88bf8eb8","docs/COMPLETE_HISTORICAL_COMMITMENTS.md","reference","xu_sir","active"
"932289bf","docs/PHASE3_EXECUTION_MASTER.md","reference","xie_baojian","active"
"583712a7","docs/WLU-ARCH-v1.0-FIN-260322-Totem-System.md","reference","liu_honglei","active"
"b18c44ea","docs/BATCH_SCRIPT_CREATION_2.md","reference","xu_sir","active"
"a5fff2ad","docs/PROMISE_CATCHUP_REPORT.md","reference","liu_honglei","active"
"947013f6","docs/SCATTERED_MECHANISMS_BATCH3.md","reference","general","active"
"cc4a5aff","docs/PROMISE_BATH_PROGRESS_REPORT_01.md","reference","general","active"
"760f2b39","docs/PHASE1_7_COMPLETION_REPORT_HONEST.md","reference","general","active"
"3c44d452","docs/NGT-IMPL-v1.0-FIN-260322-Lean-Waste-Track.md","implementation","general","active"
"20fed9df","docs/AUDIT_MASTER.md","reference","xie_baojian","active"
"faaa9d50","docs/CRON_OPTIMIZATION_V2.md","reference","general","active"
"010b488c","docs/CRON_IMPLICIT_MECHANISMS.md","implementation","general","active"
"92c61791","docs/NGT-ARCH-v1.0-FIN-260322-Fusion-Mapping-Detailed.md","reference","fang_yifeng","active"
"2ce656fc","docs/blue_team/蓝军意见整理报告V1.0.md","reference","xie_baojian","active"
"2735929c","docs/sandbox/沙盘模拟系统_1.1.md","reference","liu_honglei","active"
"724d40db","docs/sandbox/合伙人选择沙盘模拟案例集.md","reference","xu_sir","active"
"363bb8bf","docs/sandbox/沙盘系统1.1_执行摘要.md","reference","xie_baojian","active"
"179a7ade","docs/sandbox/沙盘案例库_详细档案.md","reference","general","active"
"28b46640","docs/SECURITY_BASELINE_DEPLOYED_2026-03-26.md","reference","xu_sir","active"
"867889f9","docs/deliveries/V1.1_交付清单.md","reference","xu_sir","active"
"b7b706f6","docs/deliveries/个人化商业计划沙盘交付计划-Egbertie专属版.md","reference","xie_baojian","active"
"65ca5f7b","docs/deliveries/文化线升级1.1_交付清单.md","reference","general","active"
"fb293984","docs/COMPLETION_REPORT_2026-03-26.md","reference","general","active"
"03c1be33","docs/meeting/first_meeting.md","reference","xie_baojian","active"
"849505a5","docs/meeting/meeting_tools.md","reference","general","active"
"d1f568c5","docs/meeting/meeting_policy.md","reference","xie_baojian","active"
"d10ae893","docs/meeting/meeting_template.md","reference","general","active"
"971795ba","docs/SKILL_RECOVERY_COMPLETE.md","methodology","general","active"
"925f730c","docs/BLUE_ARMY_STRESS_TEST_EXECUTION.md","reference","xu_sir","active"
"780177c9","docs/ZEROTOKEN_OPTIMIZATION_DEPLOYED_2026-03-26.md","reference","general","active"
"e77ab6bf","docs/INFO_LOOP_ISSUE_REVIEW.md","reference","general","active"
"a9569c89","docs/COMPLETE_COMMITMENT_AUDIT.md","reference","general","active"
"52943e18","docs/SECURITY_AUDIT_2026-03-21.md","reference","xu_sir","active"
"f6bec42c","docs/feishu/飞书API调试操作指南.md","reference","general","active"
"8b1dde75","docs/feishu/飞书深度学习计划.md","reference","xu_sir","active"
"4bcd2914","docs/feishu/飞书技术问题反馈文档.md","reference","xu_sir","active"
"041de037","docs/REPLACEMENT_REPORT_P0.md","reference","general","active"
"0f44582a","docs/CRON_V2_DEPLOYMENT_REPORT.md","reference","general","active"
"c5b88fa5","docs/GLOBAL_TIER1_EXECUTION_PLAN.md","reference","xie_baojian","active"
"b7b7a508","docs/DEEP_CLEANING_REPORT.md","reference","liu_honglei","active"
"f5a3a866","docs/API_INTEGRATION_STATUS.md","reference","general","active"
"99ab1540","docs/DISASTER_RECOVERY_V2.md","reference","xu_sir","active"
"bd233a9b","docs/OPERATIONS.md","reference","general","active"
"cc930854","docs/FINAL_REPORT_V3.md","reference","general","active"
"f1cec1ab","docs/SECURITY_AUDIT_FIX.md","reference","general","active"
"d289ec1b","docs/API_KEY_ROTATION_PLAN_A.md","reference","xu_sir","active"
"c22ea88c","docs/TOKEN_OPTIMIZATION_MASTERPLAN.md","reference","xie_baojian","active"
"8df1f442","docs/FACING_ALL_COMMITMENTS.md","reference","general","active"
"d57cb92b","docs/AUTOMATION_PIPELINE_FIX_PLAN.md","reference","general","active"
"4e55049a","docs/BULK_PROGRESS_REPORT_1350.md","reference","xie_baojian","active"
"48674fe9","docs/FINAL_STATUS_1445.md","reference","xie_baojian","active"
"e4d4f3b6","docs/CRON-ANALYSIS-v1.0-FIN-260322-Time-Conflict.md","reference","general","active"
"6ca55472","docs/FEISHU_WECOM_QUICKSTART.md","reference","general","active"
"1be6f144","docs/FILE_SKILL_RECOVERY_REPORT.md","methodology","general","active"
"84dc792a","docs/TRUSTED_PLUGINS.md","reference","general","active"
"4014f446","docs/DISASTER_RECOVERY_EXECUTION_PLAN.md","reference","general","active"
"f2645691","docs/NGT-ARCH-v1.0-FIN-260322-5Standard-Self-Check.md","reference","general","active"
"12a68c47","docs/STANDARDS_5PLUS2_V1.md","reference","general","active"
"8057ba28","docs/NGT_CLAW_FUSION_DESIGN.md","reference","fang_yifeng","active"
"1fb4c2e0","docs/DEVILS_ADVOCATE_VIEWS.md","reference","general","active"
"0d6657c5","docs/TIERED_OUTPUT_SYSTEM.md","reference","general","active"
"7134927e","docs/COMPLETENESS_TRACKER_LATEST.md","reference","general","active"
"a4ded27b","docs/FULL_PROMISE_AUDIT.md","reference","general","active"
"ee15db58","docs/5STANDARD_REMEDIATION_STATUS.md","reference","general","active"
"336daa88","docs/TOKEN_OPTIMIZATION_ANALYSIS.md","reference","xu_sir","active"
"f516106d","docs/FEISHU_WECOM_INTEGRATION_PLAN.md","reference","general","active"
"3f8aecc9","docs/culture/五路图腾决策体系_对外说明版.md","reference","xu_sir","active"
"01612a66","docs/culture/文化溯源1.2_本命盘深度融合版.md","reference","liu_honglei","active"
"dce0f1b5","docs/culture/文化溯源1.1_五路图腾与命理深度融合体系.md","reference","general","active"
"e91e5460","docs/culture/精神核心图腾档案.md","reference","luo_han","active"
"ced2080a","docs/culture/五路图腾五行体系.md","reference","liu_honglei","active"
"3d42573a","docs/culture/团队执行文化V1.0.md","reference","general","active"
"66e12382","docs/culture/六路图腾与星盘对应图谱.md","reference","general","active"
"b704371d","docs/culture/五路图腾命理适配决策流程_执行手册.md","reference","general","active"
"46477690","docs/TOTEM_SYSTEM_NGT_FUSION.md","reference","liu_honglei","active"
"9519245f","docs/INTEGRATION_OPTIMIZATION_AUDIT_2026-03-21.md","reference","general","active"
"d5026e7f","docs/SYMBIOTIC_CONTRACT.md","reference","general","active"
"00eae43e","docs/SYSTEMATIC_ISSUE_DEEP_DIVE.md","reference","general","active"
"3f4f88f5","docs/PROMISE_BATH_PROJECT.md","reference","general","active"
"ca020c53","docs/TODAY_COMPLETION_REPORT_20260321.md","reference","xu_sir","active"
"31a99958","docs/SECURITY_GAP_ANALYSIS_2026-03-26.md","reference","general","active"
"725bf329","docs/BLUE_SENTINEL_7STANDARD_SCHEME.md","reference","xu_sir","active"
"391467c6","docs/DISASTER_RECOVERY_V1.1.md","reference","xu_sir","active"
"c44bae32","docs/PROMISE_BATH_FINAL_REPORT.md","reference","general","active"
"9462149e","docs/META_AUDITOR_PRACTICE_REPORT.md","reference","xu_sir","active"
"d3a240f3","docs/SYSTEMATIC_EXECUTION_CHECKLIST.md","reference","general","active"
"98646dc5","docs/TASK_MASTER_V1.5.md","reference","general","active"
"e2e69f6a","docs/ASSOCIATED_CORRECTIONS_REPORT.md","reference","general","active"
"dde382dd","docs/SYSTEM_TRUTH_REPORT.md","reference","general","active"
"d61c951e","docs/QUALITY_CHECK_PROCESS.md","reference","general","active"
"045022c7","docs/SCATTERED_MECHANISMS_BATCH1.md","reference","general","active"
"b468758e","docs/7STANDARD_META_AUDIT.md","reference","general","active"
"361f8de9","docs/LEARNING_REPORT_Immortal_State_2026-03-26.md","reference","general","active"
"4aafc0e0","docs/decision/感知力决策知识图谱_核心要点.md","reference","luo_han","active"
"347b42e4","docs/decision/感知力决策工具V1.1_完整版.md","reference","xu_sir","active"
"727cf336","docs/decision/像真人一样-直觉力决策组织实现方案.md","reference","xu_sir","active"
"a0d8e7a9","docs/decision/感知力决策工具_V1.1_快速参考卡.md","reference","general","active"
"6c316f02","docs/decision/感知力测试模块_V1.1.md","reference","general","active"
"05676798","docs/decision/命理适配决策流程1.2_执行手册.md","reference","xu_sir","active"
"8c8004e5","docs/FINAL_VERIFICATION_REPORT_2026-03-21.md","reference","general","active"
"36787e87","docs/5STANDARD_TODO_LIST.md","reference","general","active"
"4eab0b9d","docs/BLUE_TEAM_EXECUTION_REPORT_2026-03-27.md","reference","xu_sir","active"
"b8e755ad","docs/SCATTERED_MECHANISMS_BATCH2.md","reference","general","active"
"c2007f26","docs/BATCH_CRON_INTEGRATION_1.md","reference","xu_sir","active"
"db457af1","docs/SYSTEM_AUDIT_REPORT_2026-03-20.md","reference","general","active"
"42e2d3c7","docs/BLUE_ARMY_AUDIT_LOG.md","reference","xu_sir","active"
"808920a9","docs/WLU-ARCH-v1.0-FIN-260322-Totem-System-unified.md","reference","liu_honglei","active"
"9a3c00d6","docs/TESTING_FRAMEWORK_GUIDE.md","reference","general","active"
"70c2fd37","docs/LEAN_7_WASTES_TRACKING.md","reference","luo_han","active"
"8acc4d08","docs/RED_TEAM_AUDIT_REPORT_2026-03-21.md","reference","xu_sir","active"
"9b97c472","docs/BLUE_AUDIT_REMEDIATION_REPORT.md","reference","luo_han","active"
"4ca86140","docs/DISASTER_RECOVERY_GAP_ANALYSIS.md","reference","general","active"
"ba1c13bb","docs/SENTINEL-GUARD-V1.0-5STANDARD-ACCEPTANCE.md","reference","general","active"
"a91ff824","docs/roles/核心专家数字替身档案.md","reference","liu_honglei","active"
"f6174e7a","docs/QUANTITATIVE_METRICS_V1.md","reference","xu_sir","active"
"b87a20c2","docs/ANNOUNCEMENT_READINESS_CHECK.md","reference","liu_honglei","active"
"9c3d7756","docs/TASK_MASTER.md","reference","liu_honglei","active"
"a369987d","docs/token-enforcer-deployment-report.md","reference","general","active"
"964fb9fe","docs/5STANDARD_STATUS_REPORT.md","reference","general","active"
"9c97a3dc","docs/NGT-ARCH-v1.0-FIN-260322-Fusion-Completion-Report.md","reference","general","active"
"2ae11b78","docs/materials/黎红雷数字替身后训练报告_V2.0.md","reference","liu_honglei","active"
"99f0626d","docs/materials/HUINENG素材档案.md","reference","general","active"
"81bfa510","docs/materials/刘禹锡LIU素材档案.md","reference","general","active"
"cd857f9b","docs/materials/CONFUCIUS_素材档案.md","reference","liu_honglei","active"
"97db4187","docs/materials/Egbertie个人命理完整档案.md","reference","xie_baojian","active"
"abf21059","docs/materials/Egbertie个人品牌故事_星盘融合版.md","reference","liu_honglei","active"
"9574eca0","docs/materials/Egbertie个人品牌故事.md","reference","liu_honglei","active"
"0e79752c","docs/BLUE_TEAM_SUPERVISION_AUDIT_2026-03-26.md","reference","general","active"
"41cc7c68","docs/OPERATIONAL_DASHBOARD_V1.md","reference","general","active"
"5a09ca7a","docs/NETWORK_WHITELIST_V1.md","reference","xu_sir","active"
"1a9104d6","docs/BATCH_CRON_INTEGRATION_2.md","reference","general","active"
"f52e495c","docs/ACTION_PLAN_Immortal_State_2026-03-26.md","reference","general","active"
"22eb41ef","docs/research/知识管理体系-防遗漏版.md","reference","xu_sir","active"
"ae5d111f","docs/research/研究成果质量控制与产品转化机制.md","reference","xu_sir","active"
"80a860ed","docs/DIGITAL_PERSONA_COMPLETE_REPORT_2026-03-26.md","reference","liu_honglei","active"
"9dc6c83e","docs/VERIFICATION_REPORT_QUICK.md","reference","general","active"
"2bc0fd1e","docs/business/商业计划V1.1_感知力决策重构版.md","reference","xie_baojian","active"
"a720a59e","docs/business/硬件初创企业合伙人选择决策框架.md","reference","general","active"
"2fbe52c2","docs/business/客户价值体系_V1.1.md","reference","general","active"
"00ab7d2c","docs/business/盈利模型V1.1.md","reference","general","active"
"600781d8","docs/business/股权分配谈判指南.md","reference","general","active"
"330534f6","docs/business/合伙人深度访谈问题清单.md","reference","xu_sir","active"
"71f58e7a","docs/business/商业布局1.1_执行摘要.md","reference","xie_baojian","active"
"2c9e67e0","docs/business/合伙人候选人对比分析模板.md","reference","general","active"
"9989b76b","docs/business/合伙人协议关键条款清单.md","reference","general","active"
"c42560bf","docs/business/免费优先策略深度研究.md","reference","xu_sir","active"
"5421e035","docs/business/商业计划沙盘交付计划-Token优化版.md","reference","general","active"
"59ffbbe0","docs/QUALITY_STANDARDS.md","reference","general","active"
"4f4d64b4","docs/CALIBRATION_REPORT.md","reference","luo_han","active"
"bc0d7130","docs/BULK_CONVERSION_TRACKER.md","reference","general","active"
"1adb15d1","docs/FULL_PROBLEM_LIST.md","reference","general","active"
"5a203880","docs/GLOBAL_FILE_GOVERNANCE_V1.md","reference","xu_sir","active"
"71268f71","docs/RED_TEAM_AUDIT_REPORT_2026-03-26.md","reference","liu_honglei","active"
"8c077867","docs/5STANDARD_COMPLETION_REPORT.md","reference","general","active"
"af320754","docs/BLUE_TEAM_TOKEN_OPTIMIZATION_REPORT_2026-03-26.md","reference","xu_sir","active"
"21b43b6f","docs/5STANDARD_TODO_P2.md","reference","xu_sir","active"
"aada1af6","docs/TEN_IRON_RULES.md","reference","xie_baojian","active"
"1d3b88ba","docs/MECHANISM_INVENTORY_FULL.md","reference","luo_han","active"
"5a6b0f68","docs/5STANDARD_UNCOVERED_SKILLS.md","methodology","xu_sir","active"
"52068908","docs/partner-decision-immersive-camp.md","reference","liu_honglei","active"
"c02d78f3","docs/DEPLOYMENT_REPORT.md","reference","general","active"
"944a0e71","docs/BLUE_ARMY_STRESS_TEST_REPORT.md","reference","xu_sir","active"
"0fe8fc98","docs/NEW_RULES_7STANDARD_2026-03-21.md","reference","luo_han","active"
"f05a0e1d","docs/BLUE_ARMY_STRESS_TEST_PLAN.md","reference","xu_sir","active"
"60eba539","docs/SECURITY_AUDIT_2026-03-26.md","reference","general","active"
"ca438128","docs/FULL_CONVERSION_REPORT_2026-03-20.md","reference","luo_han","active"
"e19ed6c3","docs/CONTENT_CONSISTENCY_V1.md","reference","liu_honglei","active"
"fd62a004","docs/PROJECT_DASHBOARD.md","reference","general","active"
"c3323e95","docs/meetings/TEMPLATE.md","reference","xu_sir","active"
"59ff9ac1","docs/meetings/会议记录分析报告.md","reference","xie_baojian","active"
"8b6e648a","docs/meetings/AI角色自主会议机制.md","reference","xie_baojian","active"
"a02fb56c","docs/meetings/MEETING_PROTOCOL.md","reference","general","active"
"f42ac401","docs/meetings/INTERNAL_MEETING_PROTOCOL_V1.md","reference","xie_baojian","active"
"80b23914","docs/TODAY_EXECUTION_PLAN.md","reference","general","active"
"b3813754","docs/HIDDEN_MECHANISMS_DISCOVERY.md","reference","xu_sir","active"
"19252015","docs/P0_FIX_FINAL_REPORT.md","reference","general","active"
"3c97bed8","docs/5STANDARD_100_PERCENT_COMPLETE_2026-03-26.md","reference","general","active"
"85d867b1","docs/OPTIMIZATION_4_SCHEMES_DEPLOYED_2026-03-26.md","reference","xie_baojian","active"
"742951cd","docs/MGT-ARCH-v1.0-FIN-260322-Namespace-Enforcement.md","reference","general","active"
"630a7fc5","docs/P0_VERIFICATION_7STANDARD_2026-03-21.md","reference","general","active"
"f64c717f","docs/WECOM_TASK_BOARD_DEPLOYMENT.md","reference","xu_sir","active"
"83039ca2","docs/archive/完整员工体系V2.5.md","reference","xu_sir","archived"
"84cd5ec6","docs/archive/WPS_API方案.md","reference","general","archived"
"047ab164","docs/archive/33角色能力补强工具方案.md","reference","xie_baojian","archived"
"c78524cf","docs/archive/完整员工体系V2.4.md","reference","xu_sir","archived"
"d25f5134","docs/archive/URG-001-完成报告.md","reference","xu_sir","archived"
"787174cd","docs/archive/外部工具配置信息.md","reference","general","archived"
"6320f172","docs/archive/README-合伙人决策教练.md","reference","general","archived"
"e5c42468","docs/archive/Kimi_vs_Claude_计费对比.md","reference","general","archived"
"a8112251","docs/archive/全组织罗盘扫码报告机制.md","reference","xie_baojian","archived"
"35f1e6b0","docs/archive/OPENCLAW_CONCEPTS_LEARNING.md","reference","xu_sir","archived"
"50173d2d","docs/archive/满意解研究所_沙盘模拟报告.md","reference","luo_han","archived"
"c8deba0d","docs/archive/专家邀请函_四封.md","reference","liu_honglei","archived"
"5985d285","docs/archive/满意解决策方法论_可视化图表集.md","reference","liu_honglei","archived"
"a2f1b553","docs/archive/API_INVENTORY.md","reference","general","archived"
"ff302462","docs/archive/附件二_测试文档链接.md","reference","general","archived"
"adff582d","docs/archive/行为设计手册_V1.1.md","reference","general","archived"
"a05e493f","docs/archive/画图工具API集成方案.md","reference","xu_sir","archived"
"9d7d986c","docs/archive/多维表格创建指南.md","reference","general","archived"
"c2c3d78e","docs/archive/Kimi_Allegretto使用规则.md","reference","luo_han","archived"
"552584a5","docs/archive/API配置记录.md","reference","xu_sir","archived"
"f93d7b1f","docs/archive/定制Skill开发需求确认.md","reference","general","archived"
"373f8661","docs/archive/满意解决策方法论_实践速查表.md","reference","liu_honglei","archived"
"32dd4452","docs/archive/附件一_完整权限清单.md","reference","general","archived"
"64884f28","docs/archive/经济环境研究体系_V1.1.md","reference","xie_baojian","archived"
"39687f59","docs/archive/夜间任务执行手册.md","reference","general","archived"
"fe613840","docs/archive/TOOLS.md_WPS规则.md","reference","general","archived"
"b3b79daf","docs/archive/文档完整性检查报告.md","reference","liu_honglei","archived"
"5d14906d","docs/archive/满意解决策方法论_白皮书_v1.1.md","reference","liu_honglei","archived"
"28df5ea4","docs/archive/文档完整性修复计划.md","reference","luo_han","archived"
"e30699dd","docs/archive/讨论但未确认任务清单.md","reference","liu_honglei","archived"
"9d7f3573","docs/archive/全球首创合伙人匹配决策系统V1.1_PPMS.md","reference","luo_han","archived"
"04ea9fe1","docs/archive/DECISION_SAFETY_RED_LINES.md","reference","xu_sir","archived"
"335cdb9e","docs/archive/Kimi资源集成方案.md","reference","liu_honglei","archived"
"c06930a7","docs/archive/新增角色方案-解决三个关键问题.md","reference","xu_sir","archived"
"a6939764","docs/archive/附件三_API调用日志.md","reference","general","archived"
"aeb53f13","docs/BLUE_TEAM_COMPREHENSIVE_AUDIT_2026-03-26.md","reference","general","active"
"1ce9b9c1","skills/disaster-recovery-wecom/templates/backup_success.md","reference","general","active"
"cbaf0ad5","skills/disaster-recovery-wecom/templates/task_failure.md","reference","general","active"
"ceb2f8a9","skills/disaster-recovery-wecom/templates/task_success.md","reference","general","active"
"02aeccc0","skills/disaster-recovery-wecom/templates/token_critical.md","reference","xu_sir","active"
"61b0253c","skills/disaster-recovery-wecom/templates/token_warning.md","reference","xu_sir","active"
"d04f7323","skills/disaster-recovery-wecom/templates/security_warning.md","reference","general","active"
"d68c7fa4","skills/disaster-recovery-wecom/templates/security_breach.md","reference","general","active"
"9423457d","skills/disaster-recovery-wecom/templates/memory_failure.md","reference","xu_sir","active"
"ef43c9c0","skills/disaster-recovery-wecom/templates/system_failure.md","reference","general","active"
"c13610ae","skills/disaster-recovery-wecom/templates/backup_failure.md","reference","general","active"
"6878858d","skills/digital-avatar-swarm/5standard-completion-report.md","reference","xu_sir","active"
"94a534dc","skills/digital-avatar-swarm/SKILL.md","methodology","xu_sir","active"
"64864103","skills/.archive_72h-pressure-test/SKILL.md","methodology","xu_sir","archived"
"381d5e75","skills/blue-army-interceptor/README.md","reference","general","active"
"4780804a","skills/blue-army-interceptor/5standard-completion-report.md","reference","xu_sir","active"
"2eb10dfc","skills/blue-army-interceptor/SKILL.md","methodology","xu_sir","active"
"cb1a3403","skills/.archive_execution-protocol/SKILL.md","methodology","general","archived"
"ea1fd32e","skills/.archive_data-analyst/SKILL.md","methodology","xu_sir","archived"
"b86700e3","skills/.archive_data-analyst/scripts/README.md","reference","general","archived"
"bf796ab2","skills/quality-assurance/improvement-report.md","reference","luo_han","active"
"d4aaebe3","skills/quality-assurance/5standard-completion-report.md","reference","general","active"
"5c1bcb19","skills/quality-assurance/SKILL.md","methodology","general","active"
"85659446","skills/.archive_customer-journey-mapper/SKILL.md","methodology","general","archived"
"bf919c92","skills/.archive_customer-journey-mapper/scripts/README.md","reference","general","archived"
"56a8bc30","skills/git-auto-commit/SKILL.md","methodology","xu_sir","active"
"2deb4e67","skills/honesty-tagging-protocol/STANDARDS_CHECK.md","reference","general","active"
"c64ceef7","skills/honesty-tagging-protocol/SKILL.md","methodology","xu_sir","active"
"91b4ba24","skills/quality-gate-system/SKILL.md","methodology","xu_sir","active"
"21a6ad63","skills/.archive_decision-frameworks/README.md","reference","general","archived"
"ff6d5119","skills/.archive_decision-frameworks/SKILL.md","methodology","general","archived"
"569d2a86","skills/.archive_decision-frameworks/scripts/README.md","reference","general","archived"
"bfdd2ab2","skills/csvtoexcel/SKILL.md","methodology","general","active"
"72924c9c","skills/backup-verification/5standard-completion-report.md","reference","luo_han","active"
"f2f8dd94","skills/backup-verification/SKILL.md","methodology","general","active"
"61fa7c62","skills/.archive_kimi-cli-task-manager/SKILL.md","methodology","general","archived"
"22114028","skills/.archive_optimization-rollback-guard/SKILL.md","methodology","general","archived"
"a7219b16","skills/.archive_disaster-recovery-drill/SKILL.md","methodology","general","archived"
"52e5d350","skills/.archive_disaster-recovery-drill/scripts/README.md","reference","general","archived"
"230cdf2d","skills/.archive_tdd-compliance-checker/SKILL.md","methodology","general","archived"
"341c64be","skills/.archive_auto-cleanup-system/SKILL.md","methodology","general","archived"
"49bf7d2a","skills/.archive_v2-architecture-executor/SKILL.md","methodology","xu_sir","archived"
"bd190abd","skills/.archive_notion-db-sync/SKILL.md","methodology","general","archived"
"09bd1259","skills/token-budget-enforcer/SKILL.md","methodology","xie_baojian","active"
"37468338","skills/.archive_organization-building/SKILL.md","methodology","xie_baojian","archived"
"1d1734aa","skills/.archive_email-daily-summary/SKILL.md","methodology","general","archived"
"fb137f8f","skills/.archive_email-daily-summary/scripts/README.md","reference","general","archived"
"7584942d","skills/.archive_bmc-consistency-checker/SKILL.md","methodology","general","archived"
"c7e47c08","skills/.archive_bmc-consistency-checker/scripts/README.md","reference","general","archived"
"c78de531","skills/.archive_us-stock-analysis/technical-analysis.md","reference","general","archived"
"8dccfc31","skills/.archive_us-stock-analysis/SKILL.md","methodology","general","archived"
"8d7cfae3","skills/.archive_us-stock-analysis/financial-metrics.md","reference","general","archived"
"c9546cd5","skills/.archive_us-stock-analysis/report-template.md","reference","general","archived"
"7b3c6872","skills/what-if-engine/SKILL.md","methodology","xu_sir","active"
"67a943ab","skills/.archive_social-media-content-calendar/SKILL.md","methodology","xu_sir","archived"
"d4d6b7c5","skills/scenario-planner/SKILL.md","methodology","xie_baojian","active"
"55715165","skills/auto-update-profile/SKILL.md","methodology","xu_sir","active"
"e8768151","skills/knowledge-graph-framework/SKILL.md","methodology","general","active"
"a6c75ff4","skills/.archive_mineru/SKILL.md","methodology","general","archived"
"6882075a","skills/.archive_data-processor-suite/SKILL.md","methodology","general","archived"
"474e9405","skills/.archive_auto-redbook-skills/19cec318-ad72-8e41-8000-0000119132f8_content_auto_fit.md","reference","general","archived"
"28db89d4","skills/.archive_auto-redbook-skills/tips.md","reference","xu_sir","archived"
"c73dbca7","skills/.archive_auto-redbook-skills/SKILL.md","methodology","xu_sir","archived"
"7e21b355","skills/.archive_auto-redbook-skills/scripts/README.md","reference","general","archived"
"9a507d38","skills/.archive_auto-redbook-skills/19cec32a-4b12-80c9-8000-00000e93fde5_example.md","reference","general","archived"
"58f26733","skills/.archive_auto-redbook-skills/19cec318-ad82-8cf2-8000-0000faa850b8_content.md","reference","xu_sir","archived"
