"doc_id","filepath","topo_x","topo_y","topo_z"
"8d3c5bc8","./memory/working/epic_upgrade_tasklist.md","reference","luo_han","active"
"ca8ddb58","./memory/working/v1.3_upgrade_decision_list.md","reference","xu_sir","active"
"259ef6cf","./memory/working/today_research_tasks.md","reference","liu_honglei","active"
"cc791e1c","./memory/working/today_execution_plan.md","reference","general","active"
"f4767d95","./memory/working/decision_retreat_v2_simplified.md","reference","fang_yifeng","active"
"9af53b21","./memory/working/certificates_order_final.md","reference","luo_han","active"
"49fa6a36","./memory/working/encyclopedia_v1.1_text.md","reference","liu_honglei","active"
"7589f405","./memory/working/skill_treasure_hunt.md","methodology","xu_sir","active"
"ce9cee47","./memory/working/token_tracking_2026-03-24.md","reference","general","active"
"e74764d6","./memory/working/v1.3_content_calibration.md","reference","luo_han","active"
"389b028e","./memory/working/night_research_expert_enhancement.md","reference","liu_honglei","active"
"d8eafb21","./memory/working/knowledge_consistency_audit_2026-03-24.md","reference","xu_sir","active"
"91d18886","./memory/working/file_upload_integrity_check_20260318.md","reference","luo_han","active"
"2aa8dd2b","./memory/working/nine_grid_launch_plan.md","reference","general","active"
"646760cd","./memory/working/nine_grid_final_publish.md","reference","xu_sir","active"
"cf28e2b5","./memory/working/nine_grid_image_prompt_final.md","reference","xie_baojian","active"
"1128b594","./memory/working/v1.3_content_calibration_report.md","reference","luo_han","active"
"75dfc853","./memory/working/totem_expert_integration.md","reference","luo_han","active"
"186bcadd","./memory/working/v1.3_parallel_phrases.md","reference","general","active"
"6ad3f43c","./memory/working/immediate_tasks_completion_report.md","reference","general","active"
"4baf4f31","./memory/working/nine_grid_ai_image_guide.md","reference","xu_sir","active"
"d66a92ee","./memory/working/v1.3_calibration_full_report.md","reference","luo_han","active"
"de871667","./memory/working/partners_mountain_ep1_script.md","reference","general","active"
"0b1480c5","./memory/working/multi_platform_publish_guide_final.md","reference","xu_sir","active"
"e19e1db5","./memory/intelligence/info-collection-2026-03-15-1700.md","reference","xu_sir","active"
"85c8f174","./memory/47-systems-honest-assessment.md","reference","xu_sir","active"
"9a3610f1","./memory/BACKUP_DASHBOARD.md","reference","general","active"
"2a231feb","./memory/wechat-integration-evaluation.md","reference","general","active"
"8d3cf9ba","./memory/feishu-api-capability-tracker.md","reference","xu_sir","active"
"5e1aad06","./memory/2026-03-24.md","reference","xu_sir","active"
"17875e9b","./memory/2026-03-21.md","reference","general","active"
"1018dfd8","./memory/cron-expansion-plan-2026-03-27.md","reference","xu_sir","active"
"13bcc4f9","./memory/reports/weekly_retrospective_2026-03-21.md","reference","xu_sir","active"
"5ceb1a72","./memory/reports/weekly/2026-W12.md","reference","general","active"
"a81afb0d","./memory/skill-integration-report-2026-03-27.md","methodology","xu_sir","active"
"e5773db0","./memory/2026-03-21-执行状态报告.md","reference","general","active"
"0ba3c91b","./memory/2026-03-21-第一目标达成.md","reference","general","active"
"ee8f5ad6","./memory/conversation-summary-2026-03-15.md","reference","xu_sir","active"
"d7bfd15a","./memory/hourly-check-2026-03-15-0624.md","reference","general","active"
"eb2ec7f6","./memory/2026-03-15_小时协调检查报告_0424.md","reference","liu_honglei","active"
"5dd93068","./memory/2026-03-15_小时协调检查报告_0124.md","reference","liu_honglei","active"
"032a15e1","./memory/2026-03-08_重启状态保存.md","reference","xu_sir","active"
"d1aa29ee","./memory/lost-promises-audit-2026-03-20.md","reference","general","active"
"1200d79b","./memory/2026-03-10-遗忘任务补救报告.md","reference","general","active"
"4fdefc5b","./memory/2026-03-22.md","reference","general","active"
"c23ec1f1","./memory/2026-03-19.md","reference","general","active"
"29272080","./memory/feishu-wecom-test-report-2026-03-27.md","reference","general","active"
"2162fad3","./memory/2026-03-14-WIP-003状态核查报告.md","reference","xu_sir","evolving"
"93926198","./memory/2026-03-14_小时协调检查报告_0024.md","reference","liu_honglei","active"
"81858354","./memory/quick-replenishment-2026-03-15-1220.md","reference","liu_honglei","active"
"08581370","./memory/token-correction-20260322.md","reference","general","active"
"c05b251e","./memory/multi-agent-design-spec.md","reference","xu_sir","active"
"5e1c926d","./memory/archive/storage-safety-redline-v1.0.md","reference","general","archived"
"715bcb19","./memory/archive/culture_dingyu_jin_wulu.md","reference","general","archived"
"2dd91fd8","./memory/archive/wulu_totem_system.md","reference","liu_honglei","archived"
"a5ced1eb","./memory/archive/skill_system.md","methodology","general","archived"
"55a4073c","./memory/archive/egbertie_full_profile.md","reference","xie_baojian","archived"
"80c51e88","./memory/archive/logs/2026-03-14.md","reference","xu_sir","archived"
"29b20402","./memory/archive/logs/2026-03-06.md","reference","xu_sir","archived"
"8380bc48","./memory/archive/logs/2026-03-15.md","reference","xu_sir","archived"
"ba4a8cc9","./memory/archive/logs/2026-03-07.md","reference","xu_sir","archived"
"64dea8f5","./memory/archive/logs/2026-03-09.md","reference","liu_honglei","archived"
"b129fa87","./memory/archive/logs/2026-03-10.md","reference","xu_sir","archived"
"3d59b93a","./memory/archive/logs/2026-03-08.md","reference","liu_honglei","archived"
"110b9375","./memory/archive/logs/2026-03-18.md","reference","liu_honglei","archived"
"7366d01c","./memory/archive/migration_report.md","reference","general","archived"
"6a0454bb","./memory/archive/project_history_2026-03.md","reference","xie_baojian","archived"
"cae61d23","./memory/archive/working_principles.md","reference","xu_sir","archived"
"a947e0cc","./SYSTEM_TRANSFORMATION_REPORT_V2.md","reference","general","active"
"1439e8b7","./plugins/FEISHU_PERMISSION_STATUS.md","reference","general","active"
"bbe32e49","./plugins/FEISHU_DRIVE_DELIVERY_REPORT.md","reference","general","active"
"310c16c8","./plugins/FEISHU_DRIVE_TEST_REPORT.md","reference","general","active"
"a647fa1f","./plugins/FEISHU_PERMISSIONS_QUICKREF.md","reference","general","active"
"684d04d2","./plugins/FEISHU_FULL_TEST_REPORT.md","reference","general","active"
"2e0879bb","./SYSTEM_TRANSFORMATION_SUMMARY.md","reference","general","active"
"1703737e","./README.md","reference","general","active"
"78b53ea4","./ORGANIZATION.md","reference","liu_honglei","active"
"a1c2958a","./.kimi/downloads/19d2ee63-56a2-8287-8000-0000cd36646a_对话.md","reference","general","active"
"756e2792","./.kimi/downloads/19d2f2bf-0bf2-82e8-8000-0000a43426a6_对话.md","reference","xie_baojian","active"
"1e3daa49","./.config/外部工具配置信息.md","reference","general","active"
"b9dda0d3","./.config/文档同步执行计划_V1.1.md","reference","xie_baojian","active"
"6201271f","./.config/figjam-setup.md","reference","general","active"
"6e35e13e","./.config/文档同步执行计划.md","reference","xie_baojian","active"
"95daf44e","./USER.md","reference","liu_honglei","active"
"bc9074db","./disaster-recovery/05-定期演练计划.md","reference","general","active"
"ed4071ca","./disaster-recovery/README.md","reference","general","active"
"890ac7ef","./disaster-recovery/03-版本管理规范.md","reference","general","active"
"4d713a47","./disaster-recovery/01-灾备策略文档.md","reference","general","active"
"0ebaf512","./disaster-recovery/04-灾难恢复操作手册.md","reference","general","active"
"d5b6815e","./test_files/liu_huabin_test.md","reference","xu_sir","active"
"7b339b38","./test_files/liu_huabin_test_v2.md","reference","luo_han","active"
"a481bf5c","./MEMORY.md","reference","liu_honglei","active"
"2d4039b5","./AGENTS.md","reference","xu_sir","active"
"41985bd5","./logs/disaster-recovery-sync-20260322-030833.md","reference","general","active"
"cc87e72b","./logs/disaster-recovery-sync-20260322-030736-FINAL.md","reference","general","active"
"53472176","./institute-assets/经验萃取官_角色定义.md","reference","xie_baojian","active"
"c7e767ac","./institute-assets/05_话术工具/首批客户销售材料包_V0.1_模拟版.md","reference","xu_sir","active"
"1ee12015","./institute-assets/05_话术工具/对外话术转换手册.md","reference","xie_baojian","active"
"c419cc40","./institute-assets/README.md","reference","xie_baojian","active"
"1a060c16","./institute-assets/项目进化官_角色定义.md","reference","xie_baojian","active"
"7f40085d","./institute-assets/03_学术根基/六祖慧能_顿悟与红莲的双重关联.md","reference","general","active"
"6e3c8b74","./institute-assets/03_学术根基/五路图腾深化研究_慧能红莲立体解析.md","reference","luo_han","active"
"ba57c7d7","./institute-assets/03_学术根基/学术根基-西蒙理论.md","reference","general","active"
"58ffd059","./institute-assets/03_学术根基/五路图腾深化研究_红莲与六祖慧能.md","reference","luo_han","active"
"5334eacb","./institute-assets/03_学术根基/研究报告审核意见_感知力决策知识图谱.md","reference","general","active"
"80281af8","./institute-assets/01_战略核心/创始人画像_Egbertie.md","reference","xie_baojian","active"
"7bb4908e","./institute-assets/01_战略核心/专家会诊流程模板.md","reference","luo_han","active"
"65439a3e","./institute-assets/01_战略核心/压力测试执行手册_极限72小时.md","reference","xu_sir","active"
"0175a3a6","./institute-assets/01_战略核心/完整组织架构_整合版.md","reference","luo_han","active"
"8cda28c5","./institute-assets/01_战略核心/组织架构与职能说明.md","reference","xie_baojian","active"
"7f2149f1","./institute-assets/01_战略核心/完整组织架构.md","reference","xie_baojian","active"
"2cc13593","./institute-assets/01_战略核心/合伙人评估问卷_V2.0_感知力决策版.md","reference","general","active"
"5d7cd373","./institute-assets/01_战略核心/战略核心档案.md","reference","xie_baojian","active"
"eaac370e","./institute-assets/02_版本迭代/五路图腾更新记录_红莲到慧能.md","reference","xu_sir","active"
"2e43a1a6","./institute-assets/02_版本迭代/版本迭代记录.md","reference","xie_baojian","active"
"d12ccfa0","./institute-assets/07_命理内部/命理信息-内部参考.md","reference","xie_baojian","active"
"de015cf9","./institute-assets/08_执行待办/首批客户销售材料_迭代记录.md","reference","xu_sir","active"
"16f308b4","./institute-assets/08_执行待办/33角色完整状态清单.md","reference","luo_han","active"
"fb504f44","./institute-assets/08_执行待办/未明确问题清单.md","reference","luo_han","active"
"e786d3f2","./institute-assets/08_执行待办/现有任务清单.md","reference","xu_sir","active"
"868a2121","./institute-assets/08_执行待办/执行待办清单.md","reference","luo_han","active"
"c8e3ff84","./institute-assets/08_执行待办/每日进度报告_模板示例.md","reference","xu_sir","active"
"91a1e938","./institute-assets/08_执行待办/未明确问题确认汇总.md","reference","xu_sir","active"
"2e6f63f3","./institute-assets/08_执行待办/极限24小时测试材料包.md","reference","xu_sir","active"
"086c7ea5","./institute-assets/08_执行待办/完整任务清单.md","reference","general","active"
"725a3d8a","./institute-assets/08_执行待办/本周执行确认书.md","reference","xu_sir","active"
"1c84f22b","./institute-assets/08_执行待办/EEO首次访谈提纲_银行多岗位经验.md","reference","general","active"
"a37afed8","./institute-assets/08_执行待办/现有任务清单_已确认版.md","reference","xu_sir","active"
"8422395f","./institute-assets/06_反方质疑/V1.0蓝军报告_命理相关质疑提取.md","reference","general","active"
"655884a1","./deliverables/官宣海报设计需求_V1.0.md","reference","liu_honglei","active"
"c3b90eca","./deliverables/WIP-003_五路图腾信息图_设计交付文档.md","reference","general","evolving"
"19e9a891","./deliverables/v1.1_theory_upgrade/assessment/经典理论全面评估报告.md","reference","general","active"
"4edb7147","./deliverables/v1.1_theory_upgrade/skills/mental-accounting-calibrator_design.md","reference","general","active"
"7f7e96a8","./deliverables/v1.1_theory_upgrade/skills/emotional-intelligence-assessment_design.md","reference","general","active"
"526e1221","./deliverables/v1.1_theory_upgrade/skills/game-theory-negotiation.md","reference","general","active"
"9c168846","./deliverables/v1.1_theory_upgrade/skills/principal-agent-analyzer.md","reference","general","active"
"02a43122","./deliverables/v1.1_theory_upgrade/skills/network-value-mapper_design.md","reference","general","active"
"ce473798","./deliverables/v1.1_theory_upgrade/skills/dual-process-decision.md","reference","general","active"
"91b03ee6","./deliverables/v1.1_theory_upgrade/skills/heuristic-bias-detector.md","reference","general","active"
"b4c1a2d2","./deliverables/v1.1_theory_upgrade/skills/psychological-safety-monitor_design.md","reference","general","active"
"322f9db6","./deliverables/v1.1_theory_upgrade/architecture/理论引入SOP_V1.1.md","reference","fang_yifeng","active"
"73bf75aa","./deliverables/v1.1_theory_upgrade/architecture/满意解理论体系V1.1.md","reference","liu_honglei","active"
"0056cf5a","./deliverables/v1.1_theory_upgrade/architecture/品牌话术手册V1.1.md","reference","liu_honglei","active"
"6af6ac88","./deliverables/五路图腾信息图说明.md","reference","general","active"
"b8aeba6f","./deliverables/官宣文章_V1.0.md","reference","general","active"
"b4b204e9","./deliverables/数字资产战略升级/五路六路七路图腾体系升级方案.md","reference","general","active"
"20a83bb3","./deliverables/数字资产战略升级/六线并行工作体系_1.1.md","reference","liu_honglei","active"
"49533614","./deliverables/数字资产战略升级/合伙人案例脱敏表述模板.md","reference","xu_sir","active"
"115273ed","./deliverables/数字资产战略升级/官宣文案_V2.0_双系统经验版.md","reference","general","active"
"d90ecf2c","./deliverables/数字资产战略升级/数字资产板块战略规划_V1.0.md","reference","xie_baojian","active"
"388981c1","./deliverables/数字资产战略升级/22年历程品牌故事_2.0_双系统升级版.md","reference","general","active"
"ce64781b","./deliverables/数字资产战略升级/零基础启动工具包_V2.0_双系统版.md","reference","general","active"
"07cf3007","./deliverables/数字资产战略升级/22年历程品牌故事_1.1.md","reference","liu_honglei","active"
"a202cd5c","./deliverables/数字资产战略升级/专家邀请函_方博士陈博士.md","reference","fang_yifeng","active"
"fe6701b3","./deliverables/数字资产战略升级/00_交付清单.md","reference","liu_honglei","active"
"7c5eb3ae","./deliverables/数字资产战略升级/六人专家网络完整档案_V1.2.md","reference","fang_yifeng","active"
"8234aeb6","./deliverables/数字资产战略升级/复合身份价值主张白皮书.md","reference","liu_honglei","active"
"342fe0f0","./deliverables/数字资产战略升级/品牌故事升级完成报告.md","reference","xie_baojian","active"
"91224918","./deliverables/1.1开创性标志/理论突破与学术价值报告.md","reference","liu_honglei","active"
"d91fab70","./deliverables/1.1开创性标志/零基础惊艳启动执行手册.md","reference","general","active"
"c3b83f36","./deliverables/1.1开创性标志/满意解研究所1.1开创性标志白皮书.md","reference","luo_han","active"
"61d0c025","./deliverables/1.1开创性标志/惊艳亮相30秒话术_震撼版.md","reference","liu_honglei","active"
"e612aea3","./deliverables/WIP-003-完成报告.md","reference","general","evolving"
"f9863ed7","./constructivist-decision-theory/core/MANIFESTO.md","reference","xu_sir","active"
"826c740d","./constructivist-decision-theory/roadmap/RESEARCH_ROADMAP.md","reference","general","active"
"3d3401bd","./constructivist-decision-theory/comparisons/COMPARATIVE_ANALYSIS.md","reference","luo_han","active"
"ae3f46ef","./templates/meeting-minutes.md","reference","xu_sir","active"
"cb5c0ada","./templates/行动项跟踪表模板.md","reference","xu_sir","active"
"6ec49c86","./templates/会议纪要模板V1.0.md","reference","xu_sir","active"
"76672f54","./templates/monthly-retro.md","reference","general","active"
"d3f17ddf","./templates/meeting/morning_standup.md","reference","xu_sir","active"
"5e69cc38","./templates/meeting/thematic_meeting.md","reference","general","active"
"25395a1c","./templates/meeting/evening_review.md","reference","xu_sir","active"
"13238dda","./templates/adhoc-meeting.md","reference","general","active"
"4cd015f2","./templates/case_entry_template.md","reference","xu_sir","active"
"bdcdb117","./templates/tiered_prompt_templates.md","reference","general","active"
"8ed112cc","./templates/notion-meeting-template.md","reference","general","active"
"728b4485","./templates/weekly-meeting.md","reference","general","active"
"d860573c","./strategy/global-brand-strategy/Executive_Summary.md","reference","xie_baojian","active"
"23f12779","./strategy/global-brand-strategy/milestones/Annual_Milestones.md","reference","xie_baojian","active"
"7953ea4b","./strategy/global-brand-strategy/README.md","reference","xie_baojian","active"
"d6d91e27","./strategy/global-brand-strategy/whitepaper/Global_Brand_Strategy_Whitepaper.md","reference","luo_han","active"
"671c8fbf","./strategy/global-brand-strategy/roadmap/5-Year_Roadmap.md","reference","general","active"
